OrderItemID,OrderID,ProductID,Price,Quantity,CustomerID,OrderDate,Count,TotalAmount,Status,RetailerID,Name,MainCategory,SubCategory,SKU,CreatedAt,Reviews,Ratings,CleanedReviews,Sentiment,neg,neu,pos,compound,Cluster
1433,722,99,9.59,2,3875,2024-12-06 04:22:22,3,121.11,Delivered,36,Johnson's Baby Bath Top To Toe Baby Bath For New Born Combo Offer Pack  2 x 500ml,toys & baby products,Baby Bath  Skin & Grooming,SKU9485,2024-08-11 16:27:35.284503,The Johnson's Baby Bath Top To Toe Baby Bath For New Born Combo Offer Pack  2 x 500ml was overpriced and didn’t live up to the hype. I found it frustrating to use and wouldn't recommend it at all.,2.0,johnson baby bath top toe baby bath new born combo offer pack x ml overpriced didnt live hype found frustrating use wouldnt recommend,"{'neg': 0.194, 'neu': 0.736, 'pos': 0.07, 'compound': -0.4956}",0.194,0.736,0.07,-0.4956,0.0
1434,722,5521,17.99,3,3875,2024-12-06 04:22:22,3,121.11,Delivered,3,GLOBALRANG Go Stylish Cotton Plain/Solid Casual Full Sleeve Shirt for Men,men's clothing,Shirts,SKU3866,2024-08-11 16:42:52.185093,"I was really disappointed with the GLOBALRANG Go Stylish Cotton Plain/Solid Casual Full Sleeve Shirt for Men. The quality was poor, and it didn't meet any of my expectations. I wouldn't recommend it to anyone.",1.0,really disappointed globalrang go stylish cotton plainsolid casual full sleeve shirt men quality poor didnt meet expectation wouldnt recommend anyone,"{'neg': 0.326, 'neu': 0.606, 'pos': 0.068, 'compound': -0.7784}",0.326,0.606,0.068,-0.7784,0.0
1435,722,2136,11.99,4,3875,2024-12-06 04:22:22,3,121.11,Delivered,51,AB99 COLLECTION Stainless Steel 3-Tier Storage kitchen Corner Rack | Plate Dish Corner Shelf Rack Stand Holder | Bartan St...,home & kitchen,Kitchen Storage & Containers,SKU3381,2024-08-11 16:35:01.398574,"To be honest, the AB99 COLLECTION Stainless Steel 3-Tier Storage kitchen Corner Rack | Plate Dish Corner Shelf Rack Stand Holder | Bartan St... is just alright. It’s not terrible, but there’s room for improvement. I wouldn't say it’s great, but it’s not awful either.",3.0,honest ab collection stainless steel tier storage kitchen corner rack plate dish corner shelf rack stand holder bartan st alright terrible there room improvement wouldnt say great awful either,"{'neg': 0.159, 'neu': 0.573, 'pos': 0.268, 'compound': 0.5245}",0.159,0.573,0.268,0.5245,0.0
1436,723,500,5.99,2,1232,2024-06-30 10:32:39,3,105.53,Delivered,12,Velocious® PUBGS Soft Water Bullets Toys Gun Plastic Safe Gun Weapon Pistol Gunshot Outdoor Game Toy for Children Kid Boys...,toys & baby products,Toys & Games,SKU1522,2024-08-11 16:29:19.750600,"The Velocious® PUBGS Soft Water Bullets Toys Gun Plastic Safe Gun Weapon Pistol Gunshot Outdoor Game Toy for Children Kid Boys... is fine for everyday use. It's not exceptional, but it gets the job done. I don't feel strongly about it either way.",3.0,velocious pubgs soft water bullet toy gun plastic safe gun weapon pistol gunshot outdoor game toy child kid boy fine everyday use exceptional get job done dont feel strongly either way,"{'neg': 0.229, 'neu': 0.649, 'pos': 0.122, 'compound': -0.4791}",0.229,0.649,0.122,-0.4791,3.0
1437,723,6499,40.78,2,1232,2024-06-30 10:32:39,3,105.53,Delivered,13,The White Willow Set of 2 Memory Foam Soft Baby Bolster Pillow Cushion for Side Support  Neck Support with Removable Washa...,home & kitchen,Bedroom Linen,SKU6254,2024-08-11 16:45:47.470879,"The The White Willow Set of 2 Memory Foam Soft Baby Bolster Pillow Cushion for Side Support  Neck Support with Removable Washa... is average. Not too bad, but also nothing extraordinary. It's functional, but I’m not overly excited about it.",3.0,white willow set memory foam soft baby bolster pillow cushion side support neck support removable washa average bad also nothing extraordinary functional im overly excited,"{'neg': 0.108, 'neu': 0.65, 'pos': 0.241, 'compound': 0.5106}",0.108,0.65,0.241,0.5106,2.0
1438,723,6503,11.99,1,1232,2024-06-30 10:32:39,3,105.53,Delivered,69,NOVA NV-1290 1000W Foldable Hair Dryer for Men & Women,beauty & health,Beauty & Grooming,SKU6638,2024-08-11 16:45:47.855053,I’m really unhappy with the NOVA NV-1290 1000W Foldable Hair Dryer for Men & Women. It didn’t work as advertised and had multiple issues. Save your money and look for something else.,2.0,im really unhappy nova nv w foldable hair dryer men woman didnt work advertised multiple issue save money look something else,"{'neg': 0.127, 'neu': 0.741, 'pos': 0.132, 'compound': 0.0276}",0.127,0.741,0.132,0.0276,4.0
1439,724,388,11851.52,2,968,2024-08-24 05:51:06,2,23746.22,Delivered,9,(Renewed) Crompton Solarium Qube 25 L Storage Water Heater with Installation Pipe (White and Black)_SWH 25LT(2425) Solariu...,home  kitchen  pets,Refurbished & Open Box,SKU6740,2024-08-11 16:28:54.694293,"The (Renewed) Crompton Solarium Qube 25 L Storage Water Heater with Installation Pipe (White and Black)_SWH 25LT(2425) Solariu... is average. Not too bad, but also nothing extraordinary. It's functional, but I’m not overly excited about it.",3.0,renewed crompton solarium qube l storage water heater installation pipe white blackswh lt solariu average bad also nothing extraordinary functional im overly excited,"{'neg': 0.135, 'neu': 0.772, 'pos': 0.093, 'compound': -0.2732}",0.135,0.772,0.093,-0.2732,2.0
1440,724,5352,21.59,2,968,2024-08-24 05:51:06,2,23746.22,Delivered,26,GHST Stainless Steel swing chain 5 feet,home & kitchen,Furniture,SKU8662,2024-08-11 16:42:00.748414,"The GHST Stainless Steel swing chain 5 feet is average. Not too bad, but also nothing extraordinary. It's functional, but I’m not overly excited about it.",3.0,ghst stainless steel swing chain foot average bad also nothing extraordinary functional im overly excited,"{'neg': 0.185, 'neu': 0.688, 'pos': 0.127, 'compound': -0.2732}",0.185,0.688,0.127,-0.2732,2.0
1441,725,2422,11.99,1,3572,2024-09-11 16:17:02,2,19.17,Shipped,28,Lasafiya Women's Western Fit Printed Palazzo Pant for Women & Girls (Free Size) (26 to 40),women's clothing,Clothing,SKU7731,2024-08-11 16:35:22.757818,,,,,,,,,
1442,725,8864,3.59,2,3572,2024-09-11 16:17:02,2,19.17,Shipped,85,PSK PET MART Plastic Dog Bone Chew Toy  Puppy Teething Toy  7 inches(White-Color),pet supplies,Dog supplies,SKU8581,2024-08-11 16:51:27.517325,,,,,,,,,
1443,726,6359,8.4,1,290,2024-09-09 08:15:12,3,1364.23,Delivered,58,Intex MJ Ragav Kid's Inflatable Baby Pool  Multi Color (2-feet)  Bath tub,home & kitchen,Garden & Outdoors,SKU4069,2024-08-11 16:45:25.142577,The Intex MJ Ragav Kid's Inflatable Baby Pool  Multi Color (2-feet)  Bath tub was overpriced and didn’t live up to the hype. I found it frustrating to use and wouldn't recommend it at all.,2.0,intex mj ragav kid inflatable baby pool multi color foot bath tub overpriced didnt live hype found frustrating use wouldnt recommend,"{'neg': 0.209, 'neu': 0.791, 'pos': 0.0, 'compound': -0.6136}",0.209,0.791,0.0,-0.6136,0.0
1444,726,560,35.99,1,290,2024-09-09 08:15:12,3,1364.23,Delivered,1,JOSH DANIEL Regular Fit  Mens Sweatshirt with Zip Front  Hoodie  ColorMulti Colour - DC21-SSLZ83,sports & fitness,Yoga,SKU7173,2024-08-11 16:29:27.153984,"Very satisfied with the JOSH DANIEL Regular Fit  Mens Sweatshirt with Zip Front  Hoodie  ColorMulti Colour - DC21-SSLZ83. It exceeded my expectations in every way. High quality and durable, I’m extremely pleased with the performance!",4.0,satisfied josh daniel regular fit men sweatshirt zip front hoodie colormulti colour dcsslz exceeded expectation every way high quality durable im extremely pleased performance,"{'neg': 0.0, 'neu': 0.712, 'pos': 0.288, 'compound': 0.8173}",0.0,0.712,0.288,0.8173,2.0
1445,726,8639,329.96,4,290,2024-09-09 08:15:12,3,1364.23,Delivered,75,SLUGTERRA Kord 4 Action Figure,toys & baby products,International Toy Store,SKU7329,2024-08-11 16:51:03.767653,"The SLUGTERRA Kord 4 Action Figure turned out to be a big letdown. It feels cheaply made, and I regret buying it. Definitely not worth the money I spent.",2.0,slugterra kord action figure turned big letdown feel cheaply made regret buying definitely worth money spent,"{'neg': 0.137, 'neu': 0.637, 'pos': 0.225, 'compound': 0.2023}",0.137,0.637,0.225,0.2023,1.0
1446,727,1089,41.99,4,712,2024-07-11 07:38:37,1,167.96,In Transit,91,Mukesh Enterprise 100% Pure Polyester Car Cover for Maruti Suzuki Ciaz (Gray with Mirror Pocket),car & motorbike,Car Accessories,SKU3669,2024-08-11 16:31:37.286353,,,,,,,,,
1447,728,2575,27.59,4,2585,2024-07-25 14:52:54,1,110.36,Delivered,89,Arrow Men Casual Shirt,men's clothing,Shirts,SKU9246,2024-08-11 16:35:32.829175,"The Arrow Men Casual Shirt is average. Not too bad, but also nothing extraordinary. It's functional, but I’m not overly excited about it.",3.0,arrow men casual shirt average bad also nothing extraordinary functional im overly excited,"{'neg': 0.198, 'neu': 0.565, 'pos': 0.237, 'compound': -0.0772}",0.198,0.565,0.237,-0.0772,2.0
1448,729,3627,5.99,2,3715,2024-07-25 09:15:25,3,134.32,Delivered,26,Ekta The Young Scientist Set - 2,toys & baby products,STEM Toys Store,SKU9269,2024-08-11 16:37:42.248268,"The Ekta The Young Scientist Set - 2 broke after only a few uses. I expected much better quality, and this product didn’t deliver. I wouldn't purchase this again.",2.0,ekta young scientist set broke us expected much better quality product didnt deliver wouldnt purchase,"{'neg': 0.15, 'neu': 0.695, 'pos': 0.155, 'compound': 0.0258}",0.15,0.695,0.155,0.0258,1.0
1449,729,8855,17.99,2,3715,2024-07-25 09:15:25,3,134.32,Delivered,2,Wish Karo Baby Girls Top and Skirt For Girls-(csl295),kids' fashion,Kids' Clothing,SKU8738,2024-08-11 16:51:26.857096,"The Wish Karo Baby Girls Top and Skirt For Girls-(csl295) is fine for everyday use. It's not exceptional, but it gets the job done. I don't feel strongly about it either way.",3.0,wish karo baby girl top skirt girlscsl fine everyday use exceptional get job done dont feel strongly either way,"{'neg': 0.078, 'neu': 0.649, 'pos': 0.273, 'compound': 0.5402}",0.078,0.649,0.273,0.5402,3.0
1450,729,3914,21.59,4,3715,2024-07-25 09:15:25,3,134.32,Delivered,16,Puma Women Pants,women's clothing,Western Wear,SKU2664,2024-08-11 16:38:44.975963,"The Puma Women Pants is average. Not too bad, but also nothing extraordinary. It's functional, but I’m not overly excited about it.",3.0,puma woman pant average bad also nothing extraordinary functional im overly excited,"{'neg': 0.22, 'neu': 0.629, 'pos': 0.151, 'compound': -0.2732}",0.22,0.629,0.151,-0.2732,2.0
1451,730,1728,162.0,3,3301,2024-11-12 00:45:25,1,486.0,Shipped,92,Versus Silver Lake Women's Watch-VSP1H0121,stores,Women's Fashion,SKU6601,2024-08-11 16:33:24.007737,,,,,,,,,
1452,731,6302,0.65,2,4702,2024-01-30 22:38:47,2,29.62,In Transit,12,ENO Lemon Multipack Digestive Fruit Salt 30 gm ( Pack of 6 ),beauty & health,Health & Personal Care,SKU2327,2024-08-11 16:45:08.037930,,,,,,,,,
1453,731,6022,7.08,4,4702,2024-01-30 22:38:47,2,29.62,In Transit,47,Canine Creek Adult Dry Dog Food  Chicken Flavor  Ultra Premium - 1.2 Kg,pet supplies,All Pet Supplies,SKU8323,2024-08-11 16:44:09.939173,,,,,,,,,
1454,732,8212,7.68,2,4822,2024-12-14 04:24:53,1,15.36,In Transit,69,Bosch 3397006943 Aero Twin 6-in-1 16-inch Wiper Blade,car & motorbike,All Car & Motorbike Products,SKU2019,2024-08-11 16:50:26.873163,,,,,,,,,
1455,733,9888,5464.77,1,4456,2024-12-05 07:32:20,2,5524.76,Shipped,40,Ganesh-A51_Stylish Casual Backpack for Girls/WGaneshen College Bag/School Bag_Pack of 2,kids' fashion,School Bags,SKU4715,2024-08-11 16:53:51.397581,,,,,,,,,
1456,733,3139,59.99,1,4456,2024-12-05 07:32:20,2,5524.76,Shipped,67,T Teclusive Ldnio 2500W 10A Smart WiFi Extension Power Strip with Type C USB Ports | 3 Power Sockets with 30W Type C PD QC...,industrial supplies,Industrial & Scientific Supplies,SKU4958,2024-08-11 16:36:51.159262,,,,,,,,,
1457,734,3673,15.6,3,3961,2024-04-03 01:55:04,3,266.44,Delivered,3,TotzTouch Pure Cotton Padded Cloth Diaper | Nappy Pack of 6 Washable Reusable Thick Cushioned with Soft Elastic at Sides(M...,toys & baby products,Diapers,SKU9789,2024-08-11 16:37:46.748325,I’m really unhappy with the TotzTouch Pure Cotton Padded Cloth Diaper | Nappy Pack of 6 Washable Reusable Thick Cushioned with Soft Elastic at Sides(M.... It didn’t work as advertised and had multiple issues. Save your money and look for something else.,1.0,im really unhappy totztouch pure cotton padded cloth diaper nappy pack washable reusable thick cushioned soft elastic sidesm didnt work advertised multiple issue save money look something else,"{'neg': 0.096, 'neu': 0.805, 'pos': 0.099, 'compound': 0.0276}",0.096,0.805,0.099,0.0276,4.0
1458,734,4996,81.02,2,3961,2024-04-03 01:55:04,3,266.44,Delivered,15,Ravensburger 3D Puzzles Big Ben Night Edition  Multi Color (216 Pieces),toys & baby products,International Toy Store,SKU5962,2024-08-11 16:40:42.360151,The Ravensburger 3D Puzzles Big Ben Night Edition  Multi Color (216 Pieces) works like a charm! It's everything I needed and more. Would definitely buy it again without hesitation.,5.0,ravensburger puzzle big ben night edition multi color piece work like charm everything needed would definitely buy without hesitation,"{'neg': 0.0, 'neu': 0.607, 'pos': 0.393, 'compound': 0.8278}",0.0,0.607,0.393,0.8278,2.0
1459,734,3450,28.8,2,3961,2024-04-03 01:55:04,3,266.44,Delivered,39,Koxtons Strength Rubber Dumbell 5 Kg(Pair of 2)  Premium Round Shape Dumbell  Black Colour,sports & fitness,Strength Training,SKU5889,2024-08-11 16:37:27.668702,"The Koxtons Strength Rubber Dumbell 5 Kg(Pair of 2)  Premium Round Shape Dumbell  Black Colour turned out to be a big letdown. It feels cheaply made, and I regret buying it. Definitely not worth the money I spent.",2.0,koxtons strength rubber dumbell kgpair premium round shape dumbell black colour turned big letdown feel cheaply made regret buying definitely worth money spent,"{'neg': 0.095, 'neu': 0.642, 'pos': 0.264, 'compound': 0.6124}",0.095,0.642,0.264,0.6124,1.0
1460,735,8936,70.8,2,801,2024-06-01 18:46:47,3,275.76,Delivered,45,Amazon Brand - Solimo Garden Slide,stores,Amazon Fashion,SKU4732,2024-08-11 16:51:38.597844,"I absolutely loved the Amazon Brand - Solimo Garden Slide, it was even better than I expected. The quality is top-notch, and it's very well-made. Definitely worth every penny!",5.0,absolutely loved amazon brand solimo garden slide even better expected quality topnotch wellmade definitely worth every penny,"{'neg': 0.0, 'neu': 0.467, 'pos': 0.533, 'compound': 0.9131}",0.0,0.467,0.533,0.9131,1.0
1461,735,1312,19.08,2,801,2024-06-01 18:46:47,3,275.76,Delivered,14,AONES Pack of 3 Magnetic Loop Watch Strap Compatible for Gionee Gsw5 Watch Strap Black  Rose Gold  Silver,kids' fashion,Kids' Watches,SKU3410,2024-08-11 16:31:57.961018,"I absolutely loved the AONES Pack of 3 Magnetic Loop Watch Strap Compatible for Gionee Gsw5 Watch Strap Black  Rose Gold  Silver, it was even better than I expected. The quality is top-notch, and it's very well-made. Definitely worth every penny!",5.0,absolutely loved aones pack magnetic loop watch strap compatible gionee gsw watch strap black rose gold silver even better expected quality topnotch wellmade definitely worth every penny,"{'neg': 0.0, 'neu': 0.663, 'pos': 0.337, 'compound': 0.8932}",0.0,0.663,0.337,0.8932,1.0
1462,735,5195,24.0,4,801,2024-06-01 18:46:47,3,275.76,Delivered,19,PHILIPS Starfit 10 watt Concealed JB LED downlighter for Ceiling with 3 inch Cut-Out (Cool Day Light  Pack of 4)  White  (...,home & kitchen,Indoor Lighting,SKU8627,2024-08-11 16:41:24.491735,"Had a great experience with the PHILIPS Starfit 10 watt Concealed JB LED downlighter for Ceiling with 3 inch Cut-Out (Cool Day Light  Pack of 4)  White  (..., from ordering to delivery, and the product quality is superb. I'm very happy and would highly recommend it!",5.0,great experience philip starfit watt concealed jb led downlighter ceiling inch cutout cool day light pack white ordering delivery product quality superb im happy would highly recommend,"{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.9516}",0.0,0.564,0.436,0.9516,2.0
1463,736,6236,7.2,1,419,2024-08-09 18:29:05,1,7.2,Delivered,76,Sri Sri Ayurveda Tattva Shakti Drops  10ml (Pack of 5),beauty & health,Diet & Nutrition,SKU2693,2024-08-11 16:44:42.260734,I’m really unhappy with the Sri Sri Ayurveda Tattva Shakti Drops  10ml (Pack of 5). It didn’t work as advertised and had multiple issues. Save your money and look for something else.,1.0,im really unhappy sri sri ayurveda tattva shakti drop ml pack didnt work advertised multiple issue save money look something else,"{'neg': 0.197, 'neu': 0.682, 'pos': 0.121, 'compound': -0.2484}",0.197,0.682,0.121,-0.2484,4.0
1464,737,4933,9.59,1,120,2024-06-11 09:57:05,2,27.58,Delivered,92,In-Ear Headphones Earphones for One Plus 2 OnePlus 10 Pro OnePlus 10 Pro OnePlus 10R Oneplus 3 OnePlus 3T OnePlus 5 OnePlu...,tv  audio & cameras,Headphones,SKU9344,2024-08-11 16:40:39.053991,"The In-Ear Headphones Earphones for One Plus 2 OnePlus 10 Pro OnePlus 10 Pro OnePlus 10R Oneplus 3 OnePlus 3T OnePlus 5 OnePlu... is okay. It does the job but doesn't stand out in any particular way. I'm not sure if I would purchase it again, but it serves its purpose.",3.0,inear headphone earphone one plus oneplus pro oneplus pro oneplus r oneplus oneplus oneplus oneplu okay job doesnt stand particular way im sure would purchase serf purpose,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4939}",0.0,0.851,0.149,0.4939,2.0
1465,737,4697,17.99,1,120,2024-06-11 09:57:05,2,27.58,Delivered,89,Painless Portable eyebrow trimmer for women  epilator for women facial hair  upper lips remover Face  Lips  Nose hair remo...,beauty & health,Health & Personal Care,SKU9414,2024-08-11 16:40:06.854234,"I was really disappointed with the Painless Portable eyebrow trimmer for women  epilator for women facial hair  upper lips remover Face  Lips  Nose hair remo.... The quality was poor, and it didn't meet any of my expectations. I wouldn't recommend it to anyone.",2.0,really disappointed painless portable eyebrow trimmer woman epilator woman facial hair upper lip remover face lip nose hair remo quality poor didnt meet expectation wouldnt recommend anyone,"{'neg': 0.252, 'neu': 0.675, 'pos': 0.073, 'compound': -0.729}",0.252,0.675,0.073,-0.729,0.0
1466,738,5311,8.99,3,3335,2024-11-22 23:34:40,1,26.97,Shipped,26,WILDFEET Women's Ballet Flat -Tan (4 UK),women's shoes,Ballerinas,SKU4651,2024-08-11 16:41:57.122662,,,,,,,,,
1467,739,9338,215.99,3,261,2024-08-17 06:15:54,3,772.71,Delivered,54,AQUA LIBRA WITH DEVICE White Color Water Purifier with RO+COPPER+UV+UF+TDS CONTROLLER Purifier for Home For Kitchen,appliances,Kitchen & Home Appliances,SKU2158,2024-08-11 16:52:27.290102,"The AQUA LIBRA WITH DEVICE White Color Water Purifier with RO+COPPER+UV+UF+TDS CONTROLLER Purifier for Home For Kitchen is average. Not too bad, but also nothing extraordinary. It's functional, but I’m not overly excited about it.",3.0,aqua libra device white color water purifier rocopperuvuftds controller purifier home kitchen average bad also nothing extraordinary functional im overly excited,"{'neg': 0.141, 'neu': 0.763, 'pos': 0.096, 'compound': -0.2732}",0.141,0.763,0.096,-0.2732,2.0
1468,739,1208,23.99,2,261,2024-08-17 06:15:54,3,772.71,Delivered,51,Collectible India Diwali Diya Crystal Round Akhand Diya for Puja Brass Small Kamal Deep Jyoti Oil Lamp for Home Temple Poo...,home & kitchen,Home Décor,SKU7338,2024-08-11 16:31:47.897415,The Collectible India Diwali Diya Crystal Round Akhand Diya for Puja Brass Small Kamal Deep Jyoti Oil Lamp for Home Temple Poo... was overpriced and didn’t live up to the hype. I found it frustrating to use and wouldn't recommend it at all.,1.0,collectible india diwali diya crystal round akhand diya puja brass small kamal deep jyoti oil lamp home temple poo overpriced didnt live hype found frustrating use wouldnt recommend,"{'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.6136}",0.162,0.838,0.0,-0.6136,0.0
